purchase_year_month,product_display_id,product_category_name_english,revenue,orders,units_sold
2017-08,PROD-028815,furniture_decor,63.1,1,1
2017-08,PROD-028746,watches_gifts,62.94,1,1
2017-08,PROD-018037,computers_accessories,62.88,1,1
2017-08,PROD-003763,baby,62.81,1,1
2017-08,PROD-021991,baby,62.68,2,2
2017-08,PROD-029270,fashion_bags_accessories,62.68,1,1
2017-08,PROD-018578,stationery,62.66,1,1
2017-08,PROD-004441,furniture_decor,62.59,1,1
2017-08,PROD-005838,furniture_decor,62.59,1,1
2017-08,PROD-018549,furniture_decor,62.59,1,1
2017-08,PROD-010178,watches_gifts,62.53,1,1
2017-08,PROD-021911,perfumery,62.53,1,1
2017-08,PROD-022321,housewares,62.5,1,1
2017-08,PROD-020523,computers_accessories,62.47,1,1
2017-08,PROD-029912,health_beauty,62.38,1,1
2017-08,PROD-011334,housewares,62.37,1,1
2017-08,PROD-029065,cool_stuff,62.35,1,1
2017-08,PROD-021266,garden_tools,62.3,1,1
2017-08,PROD-010510,computers_accessories,62.28,1,1
2017-08,PROD-006053,luggage_accessories,62.27,1,1
2017-08,PROD-012840,luggage_accessories,62.27,1,1
2017-08,PROD-025574,cool_stuff,62.27,1,1
2017-08,PROD-029519,toys,61.99,1,1
2017-08,PROD-000774,furniture_decor,61.86,1,1
2017-08,PROD-029973,computers_accessories,61.85,1,1
2017-08,PROD-012428,garden_tools,61.84,1,1
2017-08,PROD-018122,bed_bath_table,61.8,1,1
2017-08,PROD-003319,fashion_bags_accessories,61.79,1,1
2017-08,PROD-021455,furniture_decor,61.78,1,1
2017-08,PROD-029306,housewares,61.78,1,1
2017-08,PROD-032272,furniture_decor,61.78,1,1
2017-08,PROD-009089,auto,61.75,1,1
2017-08,PROD-027126,furniture_decor,61.75,1,1
2017-08,PROD-032167,furniture_decor,61.75,1,1
2017-08,PROD-025708,bed_bath_table,61.69,1,1
2017-08,PROD-029772,furniture_decor,61.6,1,1
2017-08,PROD-032162,bed_bath_table,61.52,1,1
2017-08,PROD-021966,electronics,61.38,2,2
2017-08,PROD-009521,fashion_bags_accessories,61.37,1,1
2017-08,PROD-023288,sports_leisure,61.34,2,3
2017-08,PROD-006337,housewares,61.16,1,1
2017-08,PROD-027663,housewares,61.16,1,1
2017-08,PROD-003184,toys,61.11,1,1
2017-08,PROD-005549,toys,61.11,1,1
2017-08,PROD-006503,pet_shop,61.11,1,1
2017-08,PROD-022610,bed_bath_table,61.11,1,1
2017-08,PROD-000497,pet_shop,61.08,1,2
2017-08,PROD-021784,toys,60.78,1,1
2017-08,PROD-006403,fashion_bags_accessories,60.75,1,1
2017-08,PROD-007900,housewares,60.74,1,2
2017-08,PROD-027342,furniture_decor,60.57,1,1
2017-08,PROD-025548,auto,60.34,1,1
2017-08,PROD-024877,books_general_interest,60.22,1,1
2017-08,PROD-009306,bed_bath_table,60.21,1,1
2017-08,PROD-026199,fashion_bags_accessories,60.1,1,1
2017-08,PROD-019161,unknown,60.07,1,1
2017-08,PROD-022162,furniture_decor,60.0,1,1
2017-08,PROD-031344,auto,60.0,1,2
2017-08,PROD-028201,home_appliances,59.75,1,1
2017-08,PROD-025607,health_beauty,59.74,1,1
2017-08,PROD-009920,furniture_decor,59.68,1,1
2017-08,PROD-026014,sports_leisure,59.64,1,1
2017-08,PROD-013937,health_beauty,59.38,1,1
2017-08,PROD-002660,housewares,59.36,1,1
2017-08,PROD-028876,garden_tools,59.36,1,1
2017-08,PROD-023242,furniture_decor,59.27,1,1
2017-08,PROD-031163,luggage_accessories,59.27,1,1
2017-08,PROD-019496,home_appliances,59.25,1,1
2017-08,PROD-032581,toys,59.17,1,1
2017-08,PROD-032155,computers_accessories,59.11,2,2
2017-08,PROD-009747,housewares,59.09,1,1
2017-08,PROD-013881,sports_leisure,59.01,1,1
2017-08,PROD-014949,furniture_decor,58.98,1,1
2017-08,PROD-011087,garden_tools,58.94,1,1
2017-08,PROD-026781,fashio_female_clothing,58.94,1,1
2017-08,PROD-001469,luggage_accessories,58.89,1,1
2017-08,PROD-017643,luggage_accessories,58.88,1,1
2017-08,PROD-031456,unknown,58.83,1,1
2017-08,PROD-007256,stationery,58.82,1,1
2017-08,PROD-022041,construction_tools_construction,58.72,1,1
2017-08,PROD-023009,musical_instruments,58.72,1,1
2017-08,PROD-026658,computers_accessories,58.63,1,1
2017-08,PROD-007932,furniture_decor,58.62,1,1
2017-08,PROD-011387,furniture_decor,58.62,1,1
2017-08,PROD-026504,housewares,58.61,1,1
2017-08,PROD-024382,bed_bath_table,58.59,1,1
2017-08,PROD-025163,furniture_decor,58.59,1,1
2017-08,PROD-031840,furniture_decor,58.59,1,1
2017-08,PROD-018507,computers_accessories,58.53,1,1
2017-08,PROD-020084,health_beauty,58.37,1,1
2017-08,PROD-022084,garden_tools,58.31,1,1
2017-08,PROD-019421,computers_accessories,58.22,1,1
2017-08,PROD-017621,housewares,58.11,1,1
2017-08,PROD-002912,watches_gifts,58.1,1,1
2017-08,PROD-013275,pet_shop,58.09,1,1
2017-08,PROD-007083,furniture_decor,58.01,1,1
2017-08,PROD-001594,computers_accessories,58.01,1,1
2017-08,PROD-032690,perfumery,57.94,1,1
2017-08,PROD-017936,health_beauty,57.91,2,2
2017-08,PROD-023511,computers_accessories,57.89,1,1
2017-08,PROD-023684,computers_accessories,57.82,1,1
2017-08,PROD-026544,fashion_male_clothing,57.68,1,1
2017-08,PROD-032104,fashion_male_clothing,57.68,1,1
2017-08,PROD-019442,fashion_bags_accessories,57.63,1,1
2017-08,PROD-029088,pet_shop,57.63,1,1
2017-08,PROD-018952,bed_bath_table,57.6,1,1
2017-08,PROD-029524,bed_bath_table,57.6,1,1
2017-08,PROD-020116,bed_bath_table,57.53,1,1
2017-08,PROD-020910,fashion_bags_accessories,57.53,1,1
2017-08,PROD-031766,watches_gifts,57.53,1,1
2017-08,PROD-003476,computers_accessories,57.42,1,2
2017-08,PROD-022658,telephony,57.39,2,2
2017-08,PROD-007009,electronics,57.38,2,2
2017-08,PROD-010573,electronics,57.38,2,2
2017-08,PROD-023806,electronics,57.38,2,2
2017-08,PROD-027822,computers_accessories,57.28,1,1
2017-08,PROD-016766,small_appliances,57.24,1,1
2017-08,PROD-004397,auto,57.21,1,3
2017-08,PROD-020903,housewares,57.11,1,1
2017-08,PROD-011615,computers_accessories,57.1,1,1
2017-08,PROD-012941,health_beauty,57.1,1,1
2017-08,PROD-026426,toys,57.1,1,1
2017-08,PROD-028358,sports_leisure,56.89,1,1
2017-08,PROD-031485,furniture_decor,56.83,1,1
2017-08,PROD-013979,watches_gifts,56.78,1,1
2017-08,PROD-019393,watches_gifts,56.78,1,1
2017-08,PROD-027641,furniture_decor,56.78,1,1
2017-08,PROD-001384,computers_accessories,56.69,1,1
2017-08,PROD-001859,perfumery,56.69,1,1
2017-08,PROD-013895,musical_instruments,56.69,1,1
2017-08,PROD-027950,bed_bath_table,56.6,1,1
2017-08,PROD-001724,furniture_decor,56.59,1,1
2017-08,PROD-011900,sports_leisure,56.5,1,1
2017-08,PROD-015454,furniture_decor,56.5,1,1
2017-08,PROD-015204,health_beauty,56.41,1,1
2017-08,PROD-016435,auto,56.15,1,1
2017-08,PROD-001415,electronics,55.79,1,1
2017-08,PROD-028564,furniture_decor,55.79,1,1
2017-08,PROD-018816,health_beauty,55.78,1,1
2017-08,PROD-010526,unknown,55.74,1,1
2017-08,PROD-020127,fixed_telephony,55.69,1,1
2017-08,PROD-022060,fashion_male_clothing,55.62,1,1
2017-08,PROD-025459,furniture_decor,55.53,1,1
2017-08,PROD-025862,health_beauty,55.33,1,1
2017-08,PROD-015336,sports_leisure,55.27,1,1
2017-08,PROD-031869,toys,55.11,1,1
2017-08,PROD-007161,sports_leisure,55.1,1,1
2017-08,PROD-003431,fashion_bags_accessories,55.09,1,1
2017-08,PROD-018157,pet_shop,55.09,1,1
2017-08,PROD-015951,computers_accessories,55.05,1,1
2017-08,PROD-002121,bed_bath_table,55.01,1,1
2017-08,PROD-032913,furniture_decor,55.01,1,1
2017-08,PROD-002055,telephony,55.0,1,1
2017-08,PROD-004212,telephony,55.0,1,1
2017-08,PROD-006507,housewares,55.0,1,1
2017-08,PROD-007506,unknown,55.0,1,1
2017-08,PROD-011266,auto,55.0,1,1
2017-08,PROD-017002,auto,55.0,1,1
2017-08,PROD-025090,housewares,55.0,1,1
2017-08,PROD-030647,telephony,55.0,1,1
2017-08,PROD-021217,cool_stuff,54.99,1,1
2017-08,PROD-015990,electronics,54.8,1,1
2017-08,PROD-021826,computers_accessories,54.75,1,1
2017-08,PROD-017899,bed_bath_table,54.73,1,1
2017-08,PROD-005613,bed_bath_table,54.51,1,1
2017-08,PROD-001308,sports_leisure,54.33,1,1
2017-08,PROD-007763,sports_leisure,54.11,1,1
2017-08,PROD-010733,sports_leisure,54.09,1,1
2017-08,PROD-016467,furniture_decor,54.09,1,1
2017-08,PROD-021877,toys,54.09,1,1
2017-08,PROD-006824,books_general_interest,54.0,1,1
2017-08,PROD-012715,sports_leisure,54.0,1,1
2017-08,PROD-017396,fashion_bags_accessories,54.0,1,1
2017-08,PROD-025340,fashion_bags_accessories,54.0,1,1
2017-08,PROD-030233,bed_bath_table,54.0,1,1
2017-08,PROD-032336,unknown,54.0,1,1
2017-08,PROD-009165,housewares,53.98,1,1
2017-08,PROD-004228,housewares,53.96,1,1
2017-08,PROD-029076,auto,53.89,1,1
2017-08,PROD-005155,housewares,53.85,1,1
2017-08,PROD-003752,fashion_bags_accessories,53.82,1,1
2017-08,PROD-010355,fashion_bags_accessories,53.82,1,1
2017-08,PROD-016494,fashion_bags_accessories,53.82,1,1
2017-08,PROD-028738,furniture_decor,53.72,1,1
2017-08,PROD-017237,telephony,53.62,1,1
2017-08,PROD-006466,perfumery,53.6,1,1
2017-08,PROD-029762,fashion_bags_accessories,53.41,1,1
2017-08,PROD-026928,bed_bath_table,53.37,1,1
2017-08,PROD-005242,computers_accessories,53.33,1,1
2017-08,PROD-007892,housewares,53.27,1,1
2017-08,PROD-014420,housewares,53.27,1,1
2017-08,PROD-014442,garden_tools,53.12,2,2
2017-08,PROD-030461,health_beauty,53.11,1,1
2017-08,PROD-005933,watches_gifts,53.1,1,1
2017-08,PROD-009414,stationery,53.1,1,1
2017-08,PROD-009837,telephony,53.09,1,1
2017-08,PROD-014961,health_beauty,53.01,1,1
2017-08,PROD-024317,fashion_bags_accessories,53.0,1,1
2017-08,PROD-017089,sports_leisure,52.68,1,1
2017-08,PROD-002311,toys,52.6,1,1
2017-08,PROD-030768,toys,52.53,1,1
2017-08,PROD-032863,bed_bath_table,52.5,1,1
2017-08,PROD-019677,computers_accessories,52.37,1,1
2017-08,PROD-024864,pet_shop,52.37,1,1
2017-08,PROD-028877,home_appliances,52.33,1,1
2017-08,PROD-005178,cool_stuff,52.29,1,1
2017-08,PROD-011109,furniture_decor,52.22,1,1
2017-08,PROD-023122,garden_tools,52.18,1,1
2017-08,PROD-016462,garden_tools,52.1,1,1
2017-08,PROD-030468,baby,52.1,1,1
2017-08,PROD-024462,sports_leisure,52.09,1,1
2017-08,PROD-024545,computers_accessories,52.0,1,1
2017-08,PROD-019986,furniture_decor,51.98,1,1
2017-08,PROD-016735,perfumery,51.88,1,1
2017-08,PROD-009881,fashion_bags_accessories,51.85,1,1
2017-08,PROD-013735,electronics,51.85,1,1
2017-08,PROD-014791,fashion_bags_accessories,51.85,1,1
2017-08,PROD-009223,perfumery,51.84,1,1
2017-08,PROD-003583,fashion_bags_accessories,51.78,1,1
2017-08,PROD-032733,auto,51.78,1,1
2017-08,PROD-023847,fashion_shoes,51.69,1,1
2017-08,PROD-008266,unknown,51.68,1,1
2017-08,PROD-009997,bed_bath_table,51.63,1,1
2017-08,PROD-011331,housewares,51.63,1,1
2017-08,PROD-010305,toys,51.59,1,1
2017-08,PROD-021988,perfumery,51.5,1,2
2017-08,PROD-014209,baby,51.3,2,2
2017-08,PROD-014114,toys,51.23,1,1
2017-08,PROD-011678,telephony,51.14,1,1
2017-08,PROD-000269,stationery,51.1,1,1
2017-08,PROD-011805,computers_accessories,51.09,1,1
2017-08,PROD-029394,fashion_bags_accessories,51.09,1,1
2017-08,PROD-008793,sports_leisure,51.06,1,1
2017-08,PROD-012773,musical_instruments,51.05,1,1
2017-08,PROD-001571,watches_gifts,51.01,1,1
2017-08,PROD-007525,sports_leisure,50.83,1,1
2017-08,PROD-012687,housewares,50.8,1,1
2017-08,PROD-025892,home_appliances,50.8,1,1
2017-08,PROD-029900,housewares,50.8,1,1
2017-08,PROD-021480,auto,50.78,1,1
2017-08,PROD-000954,housewares,50.6,1,1
2017-08,PROD-008997,furniture_decor,50.59,1,1
2017-08,PROD-017177,furniture_living_room,50.58,1,1
2017-08,PROD-023421,garden_tools,50.34,1,2
2017-08,PROD-006676,bed_bath_table,50.25,1,1
2017-08,PROD-020439,furniture_decor,50.25,1,1
2017-08,PROD-028771,bed_bath_table,50.25,1,1
2017-08,PROD-017378,watches_gifts,50.2,1,1
2017-08,PROD-004028,housewares,50.0,1,1
2017-08,PROD-030246,bed_bath_table,50.0,1,1
2017-08,PROD-000518,sports_leisure,49.8,1,1
2017-08,PROD-028265,fixed_telephony,49.78,1,1
2017-08,PROD-017145,costruction_tools_garden,49.76,1,1
2017-08,PROD-004888,fashion_bags_accessories,49.63,1,1
2017-08,PROD-031313,stationery,49.59,1,1
2017-08,PROD-025416,health_beauty,49.47,1,1
2017-08,PROD-021478,sports_leisure,49.27,1,1
2017-08,PROD-025648,health_beauty,49.24,1,1
2017-08,PROD-002483,housewares,49.13,1,1
2017-08,PROD-027181,computers_accessories,49.13,2,2
2017-08,PROD-013373,toys,49.12,1,1
2017-08,PROD-025826,auto,49.11,1,1
2017-08,PROD-019686,fashion_bags_accessories,49.1,1,1
2017-08,PROD-017622,pet_shop,49.09,1,1
2017-08,PROD-015670,sports_leisure,49.0,1,1
2017-08,PROD-016237,fashion_bags_accessories,49.0,1,1
2017-08,PROD-024442,telephony,49.0,1,1
2017-08,PROD-030600,housewares,49.0,1,1
2017-08,PROD-023845,books_general_interest,48.99,1,1
2017-08,PROD-029213,books_general_interest,48.99,1,1
2017-08,PROD-011767,furniture_decor,48.93,2,2
2017-08,PROD-031774,garden_tools,48.78,1,1
2017-08,PROD-001706,furniture_decor,48.75,2,2
2017-08,PROD-014608,cool_stuff,48.72,1,1
2017-08,PROD-022749,health_beauty,48.71,1,1
2017-08,PROD-010889,fashion_shoes,48.69,1,1
2017-08,PROD-019219,computers_accessories,48.69,1,1
2017-08,PROD-029069,computers_accessories,48.69,1,1
2017-08,PROD-005042,kitchen_dining_laundry_garden_furniture,48.59,1,1
2017-08,PROD-016940,health_beauty,48.28,1,1
2017-08,PROD-018402,fashion_bags_accessories,48.17,1,1
2017-08,PROD-019548,auto,48.1,1,1
2017-08,PROD-025955,toys,48.1,1,1
2017-08,PROD-031691,computers_accessories,48.01,1,1
2017-08,PROD-010601,health_beauty,48.0,1,1
2017-08,PROD-018103,health_beauty,48.0,1,1
2017-08,PROD-019604,auto,47.82,1,1
2017-08,PROD-005885,telephony,47.77,1,1
2017-08,PROD-013874,housewares,47.77,1,1
2017-08,PROD-013429,pet_shop,47.75,1,1
2017-08,PROD-020987,computers_accessories,47.69,1,1
2017-08,PROD-011588,toys,47.68,1,1
2017-08,PROD-028355,auto,47.62,1,1
2017-08,PROD-032252,tablets_printing_image,47.62,1,1
2017-08,PROD-032929,fashion_bags_accessories,47.62,1,1
2017-08,PROD-002272,sports_leisure,47.6,1,1
2017-08,PROD-023788,computers_accessories,47.6,1,1
2017-08,PROD-031972,cool_stuff,47.59,1,1
2017-08,PROD-024047,sports_leisure,47.26,1,1
2017-08,PROD-006806,books_general_interest,47.11,1,1
2017-08,PROD-008819,auto,47.0,1,1
2017-08,PROD-011455,fashion_shoes,47.0,1,1
2017-08,PROD-019234,housewares,47.0,1,1
2017-08,PROD-016867,home_confort,46.92,1,1
2017-08,PROD-031515,home_confort,46.92,1,1
2017-08,PROD-008445,watches_gifts,46.78,1,1
2017-08,PROD-015414,watches_gifts,46.78,1,1
2017-08,PROD-016079,watches_gifts,46.78,1,1
2017-08,PROD-018904,telephony,46.77,1,1
2017-08,PROD-011990,watches_gifts,46.65,1,1
2017-08,PROD-015082,books_general_interest,46.6,1,1
2017-08,PROD-017202,consoles_games,46.38,1,1
2017-08,PROD-006846,furniture_decor,46.01,1,1
2017-08,PROD-023922,furniture_decor,46.01,1,1
2017-08,PROD-024967,furniture_decor,46.01,1,1
2017-08,PROD-028160,auto,46.01,1,1
2017-08,PROD-015475,unknown,45.77,1,1
2017-08,PROD-008461,auto,45.77,1,1
2017-08,PROD-022530,sports_leisure,45.69,1,1
2017-08,PROD-012564,furniture_decor,45.68,1,1
2017-08,PROD-012050,computers_accessories,45.63,1,1
2017-08,PROD-022518,furniture_decor,45.62,1,1
2017-08,PROD-032347,auto,45.62,1,1
2017-08,PROD-003781,home_appliances,45.55,1,1
2017-08,PROD-002364,health_beauty,45.54,1,2
2017-08,PROD-029644,dvds_blu_ray,45.53,1,1
2017-08,PROD-009005,housewares,45.5,1,1
2017-08,PROD-004113,sports_leisure,45.44,1,1
2017-08,PROD-005767,fashion_bags_accessories,45.31,1,1
2017-08,PROD-004318,watches_gifts,45.09,1,1
2017-08,PROD-018731,garden_tools,45.09,1,1
2017-08,PROD-011046,pet_shop,45.05,1,1
2017-08,PROD-005625,fashion_bags_accessories,45.0,1,1
2017-08,PROD-006354,computers_accessories,45.0,1,1
2017-08,PROD-008094,fashion_bags_accessories,45.0,1,1
2017-08,PROD-012184,perfumery,45.0,1,1
2017-08,PROD-022757,health_beauty,45.0,1,1
2017-08,PROD-023364,fashion_bags_accessories,45.0,1,1
2017-08,PROD-023923,toys,45.0,1,1
2017-08,PROD-029405,furniture_decor,45.0,1,1
2017-08,PROD-022723,health_beauty,44.72,1,1
2017-08,PROD-001942,computers_accessories,44.69,1,1
2017-08,PROD-002626,pet_shop,44.58,1,1
2017-08,PROD-013340,pet_shop,44.58,1,1
2017-08,PROD-007354,computers_accessories,44.34,1,1
2017-08,PROD-025810,computers_accessories,44.25,1,1
2017-08,PROD-016326,garden_tools,44.24,1,1
2017-08,PROD-016911,bed_bath_table,44.24,1,1
2017-08,PROD-031510,bed_bath_table,44.24,1,1
2017-08,PROD-032259,bed_bath_table,44.18,1,2
2017-08,PROD-020121,watches_gifts,44.1,1,1
2017-08,PROD-029093,electronics,44.1,1,1
2017-08,PROD-017693,fashion_male_clothing,44.09,1,1
2017-08,PROD-002780,furniture_decor,44.0,1,1
2017-08,PROD-004963,audio,44.0,1,1
2017-08,PROD-014870,fashion_shoes,44.0,1,1
2017-08,PROD-022450,baby,44.0,1,1
2017-08,PROD-024719,bed_bath_table,44.0,1,1
2017-08,PROD-027847,sports_leisure,44.0,1,1
2017-08,PROD-028475,health_beauty,44.0,1,1
2017-08,PROD-022452,computers_accessories,43.75,1,1
2017-08,PROD-018580,housewares,43.69,1,1
2017-08,PROD-009256,telephony,43.68,1,1
2017-08,PROD-031642,telephony,43.62,1,1
2017-08,PROD-030089,watches_gifts,43.5,1,1
2017-08,PROD-022096,furniture_decor,43.36,1,2
2017-08,PROD-029425,garden_tools,43.34,1,1
2017-08,PROD-002464,sports_leisure,43.27,1,1
2017-08,PROD-004320,telephony,43.2,2,2
2017-08,PROD-001150,watches_gifts,43.1,1,1
2017-08,PROD-003040,housewares,43.1,1,1
2017-08,PROD-021537,watches_gifts,43.1,1,1
2017-08,PROD-015085,sports_leisure,43.09,1,1
2017-08,PROD-015494,sports_leisure,43.0,1,1
2017-08,PROD-004661,housewares,42.82,1,1
2017-08,PROD-006468,stationery,42.8,1,1
2017-08,PROD-026647,baby,42.68,1,1
2017-08,PROD-018939,dvds_blu_ray,42.53,1,1
2017-08,PROD-019201,bed_bath_table,42.5,1,1
2017-08,PROD-027935,auto,42.5,1,1
2017-08,PROD-000333,pet_shop,42.45,1,3
2017-08,PROD-004057,signaling_and_security,42.38,1,1
2017-08,PROD-027717,computers_accessories,42.09,1,1
2017-08,PROD-002290,fashion_shoes,42.0,1,1
2017-08,PROD-004534,computers_accessories,42.0,1,1
2017-08,PROD-013398,cool_stuff,42.0,1,1
2017-08,PROD-013996,computers_accessories,42.0,1,1
2017-08,PROD-021216,housewares,42.0,1,1
2017-08,PROD-032768,sports_leisure,42.0,1,1
2017-08,PROD-013934,health_beauty,41.85,1,1
2017-08,PROD-016518,fashion_bags_accessories,41.84,1,1
2017-08,PROD-028555,bed_bath_table,41.84,1,1
2017-08,PROD-003762,garden_tools,41.78,1,1
2017-08,PROD-001307,health_beauty,41.75,1,1
2017-08,PROD-003769,bed_bath_table,41.75,1,1
2017-08,PROD-003994,fashion_bags_accessories,41.75,1,1
2017-08,PROD-005945,furniture_decor,41.75,1,1
2017-08,PROD-015068,sports_leisure,41.75,1,1
2017-08,PROD-020663,fashion_bags_accessories,41.75,1,1
2017-08,PROD-023599,telephony,41.69,1,1
2017-08,PROD-028881,housewares,41.69,1,1
2017-08,PROD-001986,housewares,41.53,1,1
2017-08,PROD-018628,home_appliances,41.47,1,1
2017-08,PROD-020516,bed_bath_table,41.3,1,1
2017-08,PROD-019168,home_appliances,41.2,1,1
2017-08,PROD-019108,telephony,41.09,1,1
2017-08,PROD-020123,dvds_blu_ray,41.05,1,1
2017-08,PROD-016158,furniture_decor,41.01,1,1
2017-08,PROD-000296,watches_gifts,40.85,1,1
2017-08,PROD-010957,computers_accessories,40.85,1,1
2017-08,PROD-030840,stationery,40.78,1,1
2017-08,PROD-007399,market_place,40.77,1,1
2017-08,PROD-009605,auto,40.62,1,1
2017-08,PROD-016208,home_appliances,40.53,1,1
2017-08,PROD-029529,electronics,40.53,1,1
2017-08,PROD-007479,fashion_shoes,40.37,1,1
2017-08,PROD-008366,fashion_shoes,40.36,1,1
2017-08,PROD-017733,telephony,40.09,1,1
2017-08,PROD-024031,bed_bath_table,40.01,1,1
2017-08,PROD-007214,computers_accessories,40.01,1,1
2017-08,PROD-007156,bed_bath_table,40.0,1,1
2017-08,PROD-012690,watches_gifts,40.0,1,1
2017-08,PROD-022385,toys,40.0,1,1
2017-08,PROD-026697,bed_bath_table,40.0,1,1
2017-08,PROD-000664,cool_stuff,39.81,1,3
2017-08,PROD-025331,housewares,39.78,1,1
2017-08,PROD-014872,sports_leisure,39.77,1,1
2017-08,PROD-004874,bed_bath_table,39.75,1,1
2017-08,PROD-020153,bed_bath_table,39.75,1,1
2017-08,PROD-011320,furniture_living_room,39.73,1,1
2017-08,PROD-022315,sports_leisure,39.63,1,1
2017-08,PROD-027341,home_appliances,39.34,2,2
2017-08,PROD-022673,bed_bath_table,39.25,1,1
2017-08,PROD-024505,health_beauty,39.1,1,1
2017-08,PROD-022687,toys,39.1,1,1
2017-08,PROD-001464,telephony,39.09,1,1
2017-08,PROD-015882,garden_tools,39.08,1,1
2017-08,PROD-028049,fashion_bags_accessories,39.0,1,1
2017-08,PROD-002594,stationery,38.91,1,1
2017-08,PROD-010379,sports_leisure,38.9,1,1
2017-08,PROD-012088,housewares,38.68,1,1
2017-08,PROD-002446,sports_leisure,38.27,1,1
2017-08,PROD-011824,food,38.27,1,1
2017-08,PROD-031240,computers_accessories,38.27,1,1
2017-08,PROD-024179,sports_leisure,38.17,1,1
2017-08,PROD-030848,housewares,38.01,1,1
2017-08,PROD-022953,pet_shop,38.0,1,1
2017-08,PROD-003452,toys,37.92,1,1
2017-08,PROD-009129,books_general_interest,37.86,1,1
2017-08,PROD-026766,telephony,37.84,1,1
2017-08,PROD-005912,health_beauty,37.78,1,1
2017-08,PROD-000014,computers_accessories,37.72,1,1
2017-08,PROD-017673,toys,37.69,1,1
2017-08,PROD-001632,books_technical,37.68,1,1
2017-08,PROD-024933,telephony,37.68,1,1
2017-08,PROD-000907,sports_leisure,37.61,1,1
2017-08,PROD-016960,fashion_shoes,37.59,1,1
2017-08,PROD-003191,sports_leisure,37.53,1,1
2017-08,PROD-003497,garden_tools,37.44,1,1
2017-08,PROD-028025,sports_leisure,37.38,1,1
2017-08,PROD-013741,sports_leisure,37.28,1,1
2017-08,PROD-020373,auto,37.09,1,1
2017-08,PROD-026795,telephony,37.09,1,1
2017-08,PROD-002569,auto,37.04,1,1
2017-08,PROD-001742,auto,37.0,1,1
2017-08,PROD-027324,toys,37.0,1,1
2017-08,PROD-007283,watches_gifts,36.78,1,1
2017-08,PROD-013995,watches_gifts,36.78,1,1
2017-08,PROD-017044,telephony,36.77,1,1
2017-08,PROD-012474,toys,36.75,1,1
2017-08,PROD-021635,fashion_male_clothing,36.75,1,1
2017-08,PROD-016468,sports_leisure,36.7,1,1
2017-08,PROD-016477,home_appliances,36.43,1,1
2017-08,PROD-007377,perfumery,36.1,1,1
2017-08,PROD-001516,health_beauty,36.09,1,1
2017-08,PROD-020577,telephony,36.09,1,1
2017-08,PROD-023748,housewares,36.05,1,1
2017-08,PROD-023779,pet_shop,36.0,1,1
2017-08,PROD-010168,food,35.84,1,1
2017-08,PROD-015781,sports_leisure,35.75,1,1
2017-08,PROD-013564,garden_tools,35.69,1,1
2017-08,PROD-023676,bed_bath_table,35.68,1,1
2017-08,PROD-024434,sports_leisure,35.68,1,2
2017-08,PROD-001531,bed_bath_table,35.34,1,1
2017-08,PROD-000304,auto,35.13,1,1
2017-08,PROD-005911,computers_accessories,35.01,1,1
2017-08,PROD-011748,watches_gifts,35.0,1,1
2017-08,PROD-016595,stationery,35.0,1,1
2017-08,PROD-017873,fashio_female_clothing,35.0,1,1
2017-08,PROD-018174,watches_gifts,34.99,1,1
2017-08,PROD-004545,housewares,34.88,2,2
2017-08,PROD-003489,bed_bath_table,34.75,1,1
2017-08,PROD-031400,pet_shop,34.75,1,1
2017-08,PROD-025220,small_appliances,34.68,1,1
2017-08,PROD-020115,housewares,34.62,1,1
2017-08,PROD-025724,dvds_blu_ray,34.53,1,1
2017-08,PROD-014574,health_beauty,34.39,1,1
2017-08,PROD-009096,home_appliances,34.27,1,1
2017-08,PROD-023360,housewares,34.27,1,1
2017-08,PROD-030203,home_appliances,34.27,1,1
2017-08,PROD-029347,housewares,34.17,1,1
2017-08,PROD-022969,books_general_interest,34.1,1,1
2017-08,PROD-026682,bed_bath_table,34.1,1,1
2017-08,PROD-013957,telephony,34.09,1,1
2017-08,PROD-020574,telephony,34.09,1,1
2017-08,PROD-030494,sports_leisure,34.09,1,1
2017-08,PROD-030661,fixed_telephony,34.09,1,1
2017-08,PROD-002565,fashion_bags_accessories,34.0,1,1
2017-08,PROD-004995,bed_bath_table,34.0,1,1
2017-08,PROD-025203,computers_accessories,34.0,1,1
2017-08,PROD-005651,auto,33.9,1,1
2017-08,PROD-001067,stationery,33.85,1,1
2017-08,PROD-006400,small_appliances_home_oven_and_coffee,33.75,1,1
2017-08,PROD-005045,furniture_decor,33.71,1,1
2017-08,PROD-016903,electronics,33.69,1,1
2017-08,PROD-022148,computers_accessories,33.69,1,1
2017-08,PROD-015150,toys,33.6,1,1
2017-08,PROD-015555,telephony,33.59,1,1
2017-08,PROD-001611,sports_leisure,33.48,1,1
2017-08,PROD-024488,consoles_games,33.33,1,1
2017-08,PROD-027429,health_beauty,33.31,1,1
2017-08,PROD-022153,auto,33.17,1,1
2017-08,PROD-014312,housewares,33.1,1,1
2017-08,PROD-029739,telephony,33.1,1,1
2017-08,PROD-029274,housewares,32.91,1,1
2017-08,PROD-027452,computers_accessories,32.85,1,1
2017-08,PROD-020927,furniture_decor,32.77,1,1
2017-08,PROD-000748,housewares,32.75,1,1
2017-08,PROD-001000,garden_tools,32.75,1,1
2017-08,PROD-001918,bed_bath_table,32.69,1,1
2017-08,PROD-023898,computers_accessories,32.69,1,1
