purchase_year_month,seller_display_id,revenue,orders,units_sold
2017-06,SELL-000293,1380.73,19,23
2017-06,SELL-000076,1359.15,8,12
2017-06,SELL-001318,1333.37,2,2
2017-06,SELL-001917,1308.99,8,9
2017-06,SELL-002541,1290.55,5,5
2017-06,SELL-001831,1277.21,13,15
2017-06,SELL-001654,1263.63,16,16
2017-06,SELL-001370,1252.76,6,9
2017-06,SELL-000079,1231.43,6,6
2017-06,SELL-003047,1224.93,20,22
2017-06,SELL-002930,1217.78,1,1
2017-06,SELL-001625,1179.87,7,9
2017-06,SELL-001989,1168.82,9,10
2017-06,SELL-000247,1166.94,11,15
2017-06,SELL-001045,1165.52,9,9
2017-06,SELL-000133,1160.88,9,9
2017-06,SELL-001510,1153.98,14,14
2017-06,SELL-000445,1142.83,10,10
2017-06,SELL-001610,1115.48,1,4
2017-06,SELL-000236,1115.04,2,2
2017-06,SELL-002852,1108.89,8,8
2017-06,SELL-001468,1103.54,7,13
2017-06,SELL-000446,1103.29,7,7
2017-06,SELL-001661,1101.51,1,1
2017-06,SELL-001328,1095.21,10,11
2017-06,SELL-000350,1093.12,5,9
2017-06,SELL-002475,1089.46,7,7
2017-06,SELL-001293,1065.1,3,5
2017-06,SELL-000754,1060.04,10,10
2017-06,SELL-001799,1052.81,36,37
2017-06,SELL-001386,1042.51,5,5
2017-06,SELL-001413,1037.1,15,15
2017-06,SELL-000411,1031.01,9,11
2017-06,SELL-002958,1027.72,11,11
2017-06,SELL-001927,1009.77,6,6
2017-06,SELL-002028,1003.42,1,1
2017-06,SELL-000166,1003.03,11,11
2017-06,SELL-000553,992.98,7,8
2017-06,SELL-000369,991.49,10,13
2017-06,SELL-000158,981.34,9,11
2017-06,SELL-001503,946.4,9,9
2017-06,SELL-000174,937.64,15,17
2017-06,SELL-001066,924.39,5,5
2017-06,SELL-002891,917.44,20,22
2017-06,SELL-001747,908.8,14,14
2017-06,SELL-001366,903.65,10,13
2017-06,SELL-000273,895.98,3,4
2017-06,SELL-002526,878.24,2,2
2017-06,SELL-001556,869.45,3,3
2017-06,SELL-000149,862.47,9,9
2017-06,SELL-000199,837.88,7,10
2017-06,SELL-000855,836.55,11,11
2017-06,SELL-001959,835.87,3,5
2017-06,SELL-001104,829.2,7,11
2017-06,SELL-002732,824.77,4,5
2017-06,SELL-000049,820.63,7,8
2017-06,SELL-001489,820.62,1,1
2017-06,SELL-001319,818.98,5,5
2017-06,SELL-000664,817.13,4,4
2017-06,SELL-002136,814.71,8,8
2017-06,SELL-002244,813.75,5,5
2017-06,SELL-003074,813.3,9,10
2017-06,SELL-001334,805.28,8,9
2017-06,SELL-001695,803.47,13,17
2017-06,SELL-000629,802.96,2,2
2017-06,SELL-001993,791.47,7,12
2017-06,SELL-001415,791.45,4,4
2017-06,SELL-002251,789.4,4,4
2017-06,SELL-001375,782.76,7,7
2017-06,SELL-001551,781.1,3,5
2017-06,SELL-002194,773.53,6,8
2017-06,SELL-002458,764.48,11,11
2017-06,SELL-000643,763.53,11,12
2017-06,SELL-002589,760.33,2,2
2017-06,SELL-002452,760.32,1,4
2017-06,SELL-001614,753.42,6,6
2017-06,SELL-000508,743.56,1,2
2017-06,SELL-001615,741.54,5,6
2017-06,SELL-002962,725.3,18,18
2017-06,SELL-000892,710.88,3,4
2017-06,SELL-000945,708.05,5,5
2017-06,SELL-001586,705.89,6,6
2017-06,SELL-002078,703.18,5,5
2017-06,SELL-001922,700.54,2,2
2017-06,SELL-001979,700.2,2,2
2017-06,SELL-002663,696.08,1,1
2017-06,SELL-002057,685.84,5,6
2017-06,SELL-001606,673.88,12,14
2017-06,SELL-001114,664.75,4,4
2017-06,SELL-000650,650.14,5,8
2017-06,SELL-002672,648.14,3,3
2017-06,SELL-001467,647.2,12,12
2017-06,SELL-001342,639.53,6,10
2017-06,SELL-000887,638.51,1,1
2017-06,SELL-000648,637.89,3,3
2017-06,SELL-000469,626.5,5,7
2017-06,SELL-000077,624.79,1,1
2017-06,SELL-002999,623.68,1,1
2017-06,SELL-000570,617.26,2,2
2017-06,SELL-002679,612.49,5,6
2017-06,SELL-003013,610.82,2,2
2017-06,SELL-001076,593.78,5,5
2017-06,SELL-001026,589.75,1,1
2017-06,SELL-001029,586.28,6,6
2017-06,SELL-002347,566.18,6,6
2017-06,SELL-001034,554.21,3,3
2017-06,SELL-000226,551.12,2,2
2017-06,SELL-002157,550.1,3,3
2017-06,SELL-000998,548.45,1,1
2017-06,SELL-001433,546.45,1,1
2017-06,SELL-000821,545.84,3,3
2017-06,SELL-001398,542.78,5,5
2017-06,SELL-000404,542.52,3,3
2017-06,SELL-002005,536.9,4,5
2017-06,SELL-001638,534.77,4,4
2017-06,SELL-001169,533.34,7,8
2017-06,SELL-002064,530.98,4,4
2017-06,SELL-000947,520.77,1,1
2017-06,SELL-002310,520.01,3,3
2017-06,SELL-002655,518.06,8,9
2017-06,SELL-002063,516.1,4,5
2017-06,SELL-001078,515.62,4,4
2017-06,SELL-002652,515.6,7,7
2017-06,SELL-001963,514.55,10,10
2017-06,SELL-002200,504.45,17,18
2017-06,SELL-001785,501.14,2,2
2017-06,SELL-002627,500.63,8,8
2017-06,SELL-002080,497.8,3,3
2017-06,SELL-002668,494.27,6,9
2017-06,SELL-002620,493.31,2,2
2017-06,SELL-000164,490.56,3,4
2017-06,SELL-002675,488.78,6,6
2017-06,SELL-001601,485.85,2,2
2017-06,SELL-000258,481.64,2,2
2017-06,SELL-000060,479.17,1,1
2017-06,SELL-001333,474.26,3,6
2017-06,SELL-002749,466.05,5,5
2017-06,SELL-002727,462.87,1,1
2017-06,SELL-000210,462.53,2,2
2017-06,SELL-000025,460.2,5,5
2017-06,SELL-001712,458.51,1,1
2017-06,SELL-002115,456.92,3,3
2017-06,SELL-001258,455.82,1,1
2017-06,SELL-002651,447.42,13,15
2017-06,SELL-001517,446.26,4,4
2017-06,SELL-001242,438.76,1,3
2017-06,SELL-001126,437.09,1,1
2017-06,SELL-002113,436.5,2,2
2017-06,SELL-001883,433.68,4,4
2017-06,SELL-002258,430.42,6,6
2017-06,SELL-000689,424.05,2,2
2017-06,SELL-000270,423.19,1,1
2017-06,SELL-000169,420.87,3,3
2017-06,SELL-002025,412.68,4,4
2017-06,SELL-001427,408.59,2,2
2017-06,SELL-000320,403.23,5,5
2017-06,SELL-000416,399.82,4,5
2017-06,SELL-000440,398.0,6,8
2017-06,SELL-001463,387.49,1,1
2017-06,SELL-001286,384.81,1,1
2017-06,SELL-000703,384.07,6,6
2017-06,SELL-002100,379.98,4,10
2017-06,SELL-003059,379.83,2,3
2017-06,SELL-001760,379.73,1,1
2017-06,SELL-000465,373.19,4,4
2017-06,SELL-001219,372.81,2,2
2017-06,SELL-002491,370.63,7,7
2017-06,SELL-001766,369.12,5,8
2017-06,SELL-000176,368.09,3,3
2017-06,SELL-000909,367.02,7,7
2017-06,SELL-002498,364.2,2,2
2017-06,SELL-000640,362.65,1,1
2017-06,SELL-001603,361.84,4,5
2017-06,SELL-000175,361.72,3,3
2017-06,SELL-001042,356.77,4,5
2017-06,SELL-001728,356.62,4,5
2017-06,SELL-002768,350.34,3,3
2017-06,SELL-001254,349.7,3,3
2017-06,SELL-001953,346.44,1,6
2017-06,SELL-000221,346.22,6,7
2017-06,SELL-002747,345.88,2,2
2017-06,SELL-000867,341.44,2,2
2017-06,SELL-003024,340.62,3,3
2017-06,SELL-002965,339.82,2,2
2017-06,SELL-000581,338.27,1,1
2017-06,SELL-002998,337.39,2,2
2017-06,SELL-002471,336.49,3,3
2017-06,SELL-002307,335.56,2,2
2017-06,SELL-001518,322.38,1,1
2017-06,SELL-002956,321.75,1,1
2017-06,SELL-000160,320.52,2,2
2017-06,SELL-000058,318.87,3,4
2017-06,SELL-002008,318.34,1,1
2017-06,SELL-000214,317.05,11,11
2017-06,SELL-001490,315.98,1,1
2017-06,SELL-000603,314.96,2,2
2017-06,SELL-000698,311.63,3,3
2017-06,SELL-002060,309.51,4,5
2017-06,SELL-002127,309.34,3,4
2017-06,SELL-002710,306.69,1,1
2017-06,SELL-000994,302.06,2,3
2017-06,SELL-000606,298.39,1,1
2017-06,SELL-000138,298.09,5,5
2017-06,SELL-002094,296.51,3,4
2017-06,SELL-001608,296.12,1,2
2017-06,SELL-001719,295.57,4,7
2017-06,SELL-002459,293.51,4,5
2017-06,SELL-002172,293.0,3,3
2017-06,SELL-000154,292.84,2,3
2017-06,SELL-001645,292.42,1,1
2017-06,SELL-000353,292.26,8,8
2017-06,SELL-001400,286.79,6,6
2017-06,SELL-000352,286.55,2,2
2017-06,SELL-002163,282.39,4,4
2017-06,SELL-001382,281.31,1,1
2017-06,SELL-002223,280.53,3,3
2017-06,SELL-000033,280.27,1,1
2017-06,SELL-002975,278.79,2,2
2017-06,SELL-001013,276.72,2,2
2017-06,SELL-000829,276.08,1,1
2017-06,SELL-002086,274.12,2,2
2017-06,SELL-000865,271.85,3,3
2017-06,SELL-000928,271.7,3,3
2017-06,SELL-001844,271.2,1,1
2017-06,SELL-000373,267.12,1,1
2017-06,SELL-002478,266.07,3,5
2017-06,SELL-001085,264.43,2,2
2017-06,SELL-001815,263.9,2,2
2017-06,SELL-002401,260.16,3,3
2017-06,SELL-000989,259.8,4,4
2017-06,SELL-000274,256.11,1,1
2017-06,SELL-000930,254.58,2,2
2017-06,SELL-000625,253.68,2,2
2017-06,SELL-001380,253.08,1,1
2017-06,SELL-002826,251.99,6,7
2017-06,SELL-002918,249.56,1,1
2017-06,SELL-002896,246.33,4,4
2017-06,SELL-002994,244.51,3,3
2017-06,SELL-001755,242.38,4,4
2017-06,SELL-000722,241.23,1,1
2017-06,SELL-001716,237.48,1,1
2017-06,SELL-002531,237.34,4,5
2017-06,SELL-000394,236.89,3,3
2017-06,SELL-000361,234.99,2,2
2017-06,SELL-002036,232.27,1,1
2017-06,SELL-000085,232.06,1,1
2017-06,SELL-000962,231.74,1,1
2017-06,SELL-000715,231.39,2,2
2017-06,SELL-002963,227.47,1,1
2017-06,SELL-002493,226.4,2,3
2017-06,SELL-001132,220.85,1,1
2017-06,SELL-001412,220.09,2,2
2017-06,SELL-001707,219.17,3,3
2017-06,SELL-002935,219.06,1,1
2017-06,SELL-002547,218.26,3,3
2017-06,SELL-002924,217.25,2,2
2017-06,SELL-000444,217.11,3,4
2017-06,SELL-002939,216.6,1,1
2017-06,SELL-001519,216.14,1,1
2017-06,SELL-000677,215.79,2,3
2017-06,SELL-001487,213.62,3,3
2017-06,SELL-000301,211.48,4,4
2017-06,SELL-002278,209.82,3,3
2017-06,SELL-002504,207.91,5,5
2017-06,SELL-000197,206.95,1,1
2017-06,SELL-001141,206.74,2,2
2017-06,SELL-000970,204.4,2,3
2017-06,SELL-000577,200.06,3,3
2017-06,SELL-001450,199.74,4,4
2017-06,SELL-001222,199.7,5,5
2017-06,SELL-001499,196.92,1,1
2017-06,SELL-002523,196.1,4,5
2017-06,SELL-002476,194.09,3,3
2017-06,SELL-002953,191.74,2,2
2017-06,SELL-001213,190.47,3,3
2017-06,SELL-002948,189.05,2,2
2017-06,SELL-000492,188.12,2,2
2017-06,SELL-000812,188.02,3,3
2017-06,SELL-001049,186.95,1,1
2017-06,SELL-001164,185.55,1,1
2017-06,SELL-001116,185.07,3,4
2017-06,SELL-001170,183.32,1,2
2017-06,SELL-003000,182.58,2,2
2017-06,SELL-002713,180.51,1,1
2017-06,SELL-002188,179.34,3,3
2017-06,SELL-002395,178.36,1,1
2017-06,SELL-001528,175.61,3,3
2017-06,SELL-002623,175.54,4,4
2017-06,SELL-001298,175.0,5,5
2017-06,SELL-001733,171.79,1,1
2017-06,SELL-002767,171.1,3,3
2017-06,SELL-000227,168.26,2,2
2017-06,SELL-002449,168.06,2,2
2017-06,SELL-000035,167.2,1,1
2017-06,SELL-000110,164.79,1,1
2017-06,SELL-001879,162.36,2,2
2017-06,SELL-002774,161.67,1,1
2017-06,SELL-000752,158.45,1,1
2017-06,SELL-001863,155.64,2,6
2017-06,SELL-002328,153.38,1,2
2017-06,SELL-001656,148.83,2,2
2017-06,SELL-002070,148.45,1,1
2017-06,SELL-001054,147.72,3,4
2017-06,SELL-001756,147.11,3,3
2017-06,SELL-002821,146.57,1,1
2017-06,SELL-002709,145.5,1,1
2017-06,SELL-001837,144.85,3,4
2017-06,SELL-003002,144.63,1,1
2017-06,SELL-001259,144.2,1,1
2017-06,SELL-001616,141.53,2,2
2017-06,SELL-000200,141.23,1,1
2017-06,SELL-000567,137.87,1,1
2017-06,SELL-001224,137.6,3,3
2017-06,SELL-003045,136.97,1,1
2017-06,SELL-000095,135.49,1,1
2017-06,SELL-000443,134.1,2,2
2017-06,SELL-002876,133.95,1,1
2017-06,SELL-001557,133.34,2,2
2017-06,SELL-000427,130.0,1,1
2017-06,SELL-001479,129.56,1,2
2017-06,SELL-001290,127.13,1,1
2017-06,SELL-002004,125.52,1,1
2017-06,SELL-002077,124.04,1,1
2017-06,SELL-001120,123.21,1,3
2017-06,SELL-001672,122.98,1,1
2017-06,SELL-000366,122.84,1,4
2017-06,SELL-000392,122.76,4,4
2017-06,SELL-002560,121.57,2,2
2017-06,SELL-000482,118.96,1,1
2017-06,SELL-001460,117.17,2,2
2017-06,SELL-001288,115.4,1,1
2017-06,SELL-002320,113.38,1,2
2017-06,SELL-001997,112.95,1,1
2017-06,SELL-001110,112.91,1,1
2017-06,SELL-000993,112.34,1,1
2017-06,SELL-000840,111.82,1,1
2017-06,SELL-000316,111.69,2,2
2017-06,SELL-000131,111.56,2,2
2017-06,SELL-003049,111.02,1,1
2017-06,SELL-002881,110.74,1,2
2017-06,SELL-000874,110.54,1,3
2017-06,SELL-000022,109.77,1,1
2017-06,SELL-000560,108.69,1,1
2017-06,SELL-000635,107.27,2,2
2017-06,SELL-002430,107.22,1,2
2017-06,SELL-001988,107.03,1,1
2017-06,SELL-001812,106.96,1,1
2017-06,SELL-001265,105.38,1,1
2017-06,SELL-001181,104.91,1,1
2017-06,SELL-000877,104.76,1,2
2017-06,SELL-001914,103.5,1,2
2017-06,SELL-001987,101.93,2,2
2017-06,SELL-000517,101.06,1,1
2017-06,SELL-000817,99.83,1,1
2017-06,SELL-001062,99.78,1,1
2017-06,SELL-003080,99.55,1,1
2017-06,SELL-003001,99.0,1,1
2017-06,SELL-001805,98.06,1,1
2017-06,SELL-000952,97.94,2,2
2017-06,SELL-002454,97.71,1,1
2017-06,SELL-002864,97.08,1,1
2017-06,SELL-002234,96.8,1,1
2017-06,SELL-001784,96.75,3,4
2017-06,SELL-001331,96.71,1,1
2017-06,SELL-001560,96.71,1,1
2017-06,SELL-000090,95.94,3,3
2017-06,SELL-000223,95.32,1,1
2017-06,SELL-000702,95.21,1,1
2017-06,SELL-001865,93.41,1,1
2017-06,SELL-000574,93.19,1,1
2017-06,SELL-002087,92.92,2,2
2017-06,SELL-001696,92.37,1,1
2017-06,SELL-001338,89.58,1,2
2017-06,SELL-001447,88.91,1,1
2017-06,SELL-001686,88.65,1,1
2017-06,SELL-000102,87.75,1,1
2017-06,SELL-002923,86.81,1,1
2017-06,SELL-001841,86.63,1,1
2017-06,SELL-001679,85.15,1,1
2017-06,SELL-002438,84.89,2,2
2017-06,SELL-002180,84.79,1,1
2017-06,SELL-003055,83.5,1,2
2017-06,SELL-001021,81.43,3,3
2017-06,SELL-002045,79.94,1,1
2017-06,SELL-002371,79.39,2,2
2017-06,SELL-001039,79.21,1,1
2017-06,SELL-002625,77.57,1,1
2017-06,SELL-001238,76.69,1,1
2017-06,SELL-002195,76.18,1,1
2017-06,SELL-002725,75.53,1,1
2017-06,SELL-002567,75.4,1,1
2017-06,SELL-001364,75.17,1,1
2017-06,SELL-000473,75.07,1,1
2017-06,SELL-002468,71.4,2,2
2017-06,SELL-001980,69.78,2,2
2017-06,SELL-000731,69.49,1,1
2017-06,SELL-000566,69.24,1,1
2017-06,SELL-000964,69.2,1,1
2017-06,SELL-000096,67.59,1,1
2017-06,SELL-000383,67.3,1,1
2017-06,SELL-001926,66.65,1,1
2017-06,SELL-000317,65.81,1,1
2017-06,SELL-000240,64.68,1,2
2017-06,SELL-001775,64.11,1,1
2017-06,SELL-002239,61.0,1,1
2017-06,SELL-002121,60.5,1,1
2017-06,SELL-001061,57.65,2,2
2017-06,SELL-002789,55.64,1,2
2017-06,SELL-002259,55.1,1,1
2017-06,SELL-000152,55.0,1,1
2017-06,SELL-001105,54.07,1,1
2017-06,SELL-001444,53.95,2,2
2017-06,SELL-002426,53.63,1,1
2017-06,SELL-000306,52.28,1,1
2017-06,SELL-001071,50.69,1,1
2017-06,SELL-002211,50.69,1,1
2017-06,SELL-000189,50.65,1,1
2017-06,SELL-000493,49.0,1,1
2017-06,SELL-002857,48.15,1,1
2017-06,SELL-002805,48.0,1,1
2017-06,SELL-000591,47.36,2,2
2017-06,SELL-000807,47.1,1,1
2017-06,SELL-001666,47.0,1,1
2017-06,SELL-002089,46.1,1,1
2017-06,SELL-003005,46.1,1,1
2017-06,SELL-002481,45.06,1,1
2017-06,SELL-002861,44.24,1,1
2017-06,SELL-001559,40.68,1,1
2017-06,SELL-000401,40.09,1,1
2017-06,SELL-000335,39.91,1,1
2017-06,SELL-002777,39.48,1,1
2017-06,SELL-002673,39.0,1,1
2017-06,SELL-002069,38.47,1,1
2017-06,SELL-000886,37.91,1,1
2017-06,SELL-001421,35.75,1,1
2017-06,SELL-002306,35.69,1,1
2017-06,SELL-001048,35.34,1,1
2017-06,SELL-002374,35.1,1,1
2017-06,SELL-001206,34.09,1,1
2017-06,SELL-001579,33.9,1,1
2017-06,SELL-002898,32.0,1,1
2017-06,SELL-001314,31.0,1,1
2017-06,SELL-002992,29.46,1,1
2017-06,SELL-000721,27.77,1,1
2017-06,SELL-002778,27.68,1,1
2017-06,SELL-002334,27.59,1,1
2017-06,SELL-001248,25.69,1,1
2017-06,SELL-002338,25.23,1,1
2017-06,SELL-001910,12.89,1,1
2017-07,SELL-000653,20946.96,90,92
2017-07,SELL-001536,19706.2,91,108
2017-07,SELL-000882,17307.38,131,142
2017-07,SELL-001506,13616.57,99,100
2017-07,SELL-001561,11996.49,20,20
2017-07,SELL-002644,9392.98,50,65
2017-07,SELL-003025,9211.16,21,21
2017-07,SELL-002482,9192.24,133,138
2017-07,SELL-002486,8591.65,75,88
2017-07,SELL-001899,8426.09,43,52
2017-07,SELL-001154,8168.85,26,31
2017-07,SELL-000858,7731.79,30,32
2017-07,SELL-000442,7020.09,14,28
2017-07,SELL-000844,6622.09,27,30
2017-07,SELL-000369,6414.03,63,84
2017-07,SELL-001236,6398.81,80,89
2017-07,SELL-002657,5980.58,53,56
2017-07,SELL-000732,5777.0,63,65
2017-07,SELL-003006,5507.51,67,70
2017-07,SELL-001636,5237.38,12,12
2017-07,SELL-000307,4725.01,31,32
2017-07,SELL-001808,4102.01,5,6
2017-07,SELL-002137,4061.02,2,2
2017-07,SELL-002366,3962.97,23,25
2017-07,SELL-001375,3911.97,46,47
2017-07,SELL-002971,3869.48,6,6
2017-07,SELL-001613,3792.97,6,6
2017-07,SELL-000402,3773.23,20,22
2017-07,SELL-000002,3536.03,21,25
2017-07,SELL-002543,3357.95,16,20
2017-07,SELL-002823,3317.62,13,19
2017-07,SELL-002361,3295.74,21,22
2017-07,SELL-002504,3274.41,24,26
2017-07,SELL-000283,3256.23,3,3
2017-07,SELL-001657,3222.74,23,25
2017-07,SELL-003065,3182.58,11,11
2017-07,SELL-002488,3177.83,3,3
2017-07,SELL-001639,3167.79,17,18
2017-07,SELL-002663,3077.84,6,6
2017-07,SELL-000669,3071.12,34,42
2017-07,SELL-002731,3041.73,1,1
2017-07,SELL-002618,3036.58,26,26
2017-07,SELL-000906,2995.45,18,18
2017-07,SELL-000948,2975.44,33,34
2017-07,SELL-002498,2952.29,30,31
2017-07,SELL-002884,2858.78,8,8
2017-07,SELL-002490,2778.99,3,3
2017-07,SELL-001468,2766.24,13,14
2017-07,SELL-001553,2754.23,19,20
2017-07,SELL-000785,2709.14,20,24
2017-07,SELL-000258,2585.81,15,15
2017-07,SELL-002664,2549.03,17,19
2017-07,SELL-001134,2540.28,8,8
2017-07,SELL-001927,2520.12,7,8
2017-07,SELL-002028,2502.48,2,2
2017-07,SELL-001398,2460.52,20,25
2017-07,SELL-002549,2337.94,48,53
2017-07,SELL-002730,2323.77,26,27
2017-07,SELL-003027,2287.86,31,36
2017-07,SELL-000247,2280.1,15,17
2017-07,SELL-001627,2248.0,8,8
2017-07,SELL-001989,2245.59,19,21
2017-07,SELL-000281,2226.65,13,14
2017-07,SELL-001097,2209.53,10,10
2017-07,SELL-000924,2179.31,13,19
2017-07,SELL-001370,2169.73,13,15
2017-07,SELL-001519,2161.92,3,3
2017-07,SELL-000909,2080.2,35,45
2017-07,SELL-000217,2039.54,9,9
2017-07,SELL-001462,1992.55,7,9
2017-07,SELL-000851,1988.1,6,7
2017-07,SELL-001025,1881.66,22,31
2017-07,SELL-002244,1866.41,10,10
2017-07,SELL-002307,1850.94,12,13
2017-07,SELL-001551,1827.27,7,11
2017-07,SELL-000293,1820.64,20,28
2017-07,SELL-001641,1763.87,36,37
2017-07,SELL-002819,1718.67,20,22
2017-07,SELL-000797,1625.64,6,6
2017-07,SELL-001402,1621.46,4,4
2017-07,SELL-001114,1612.66,9,9
2017-07,SELL-001681,1606.62,13,16
2017-07,SELL-000025,1595.97,10,10
2017-07,SELL-001955,1595.35,8,9
2017-07,SELL-001510,1594.7,15,15
2017-07,SELL-001917,1572.63,7,9
2017-07,SELL-000193,1540.89,8,12
2017-07,SELL-000820,1538.36,7,9
2017-07,SELL-002523,1506.09,12,14
2017-07,SELL-000006,1492.54,12,13
2017-07,SELL-001499,1479.19,7,8
2017-07,SELL-000074,1473.05,2,3
2017-07,SELL-000278,1441.32,6,6
2017-07,SELL-003059,1434.25,8,10
2017-07,SELL-000022,1423.36,9,12
2017-07,SELL-001654,1402.51,15,15
2017-07,SELL-000855,1402.22,14,16
2017-07,SELL-001392,1401.58,14,14
2017-07,SELL-000214,1401.0,36,37
2017-07,SELL-001586,1398.79,7,7
2017-07,SELL-002475,1397.17,9,9
2017-07,SELL-001480,1382.11,3,3
2017-07,SELL-000805,1350.14,11,11
2017-07,SELL-001415,1333.06,7,8
2017-07,SELL-000072,1326.08,8,8
2017-07,SELL-001255,1314.89,12,15
2017-07,SELL-001386,1310.59,7,8
2017-07,SELL-002458,1291.55,18,19
2017-07,SELL-001433,1288.08,4,4
2017-07,SELL-000774,1278.19,5,5
2017-07,SELL-000821,1255.63,7,7
2017-07,SELL-001838,1252.93,4,4
2017-07,SELL-001831,1252.71,13,13
2017-07,SELL-000411,1225.97,7,9
2017-07,SELL-000397,1222.91,24,26
2017-07,SELL-002599,1220.72,1,1
2017-07,SELL-002891,1211.28,26,27
2017-07,SELL-002147,1206.08,4,5
2017-07,SELL-000867,1201.51,6,6
2017-07,SELL-001316,1199.47,1,1
2017-07,SELL-000076,1187.59,6,6
2017-07,SELL-002078,1171.36,7,7
2017-07,SELL-001812,1170.37,4,4
2017-07,SELL-002688,1167.05,6,6
2017-07,SELL-000316,1166.93,8,8
2017-07,SELL-001625,1165.53,8,8
2017-07,SELL-002710,1151.44,2,3
2017-07,SELL-002868,1142.42,3,3
2017-07,SELL-001747,1141.85,14,16
2017-07,SELL-001894,1129.51,2,2
2017-07,SELL-001661,1101.51,1,1
2017-07,SELL-001638,1098.8,14,14
2017-07,SELL-000990,1070.19,2,2
2017-07,SELL-001489,1069.77,2,2
2017-07,SELL-001427,1061.39,3,3
2017-07,SELL-001695,1052.25,14,19
2017-07,SELL-002679,1030.86,10,10
2017-07,SELL-002979,1029.71,9,9
2017-07,SELL-002986,1025.99,4,4
2017-07,SELL-002963,1012.74,4,4
2017-07,SELL-000352,1001.86,3,3
2017-07,SELL-000840,999.9,7,7
2017-07,SELL-001388,984.3,3,5
2017-07,SELL-000299,980.29,2,2
2017-07,SELL-001518,971.1,1,1
2017-07,SELL-001334,967.76,8,9
2017-07,SELL-000415,959.14,5,6
2017-07,SELL-000945,945.03,6,6
2017-07,SELL-001219,944.96,5,5
2017-07,SELL-002531,939.31,13,19
2017-07,SELL-001449,937.92,4,4
2017-07,SELL-002852,937.49,7,7
2017-07,SELL-001835,922.17,11,12
2017-07,SELL-002965,918.41,5,5
2017-07,SELL-002153,918.01,10,10
2017-07,SELL-001875,913.39,4,4
2017-07,SELL-000989,900.16,13,15
2017-07,SELL-002672,895.27,7,7
2017-07,SELL-000702,894.05,3,5
2017-07,SELL-001328,889.95,10,10
2017-07,SELL-000581,887.44,4,4
2017-07,SELL-001447,864.65,4,6
2017-07,SELL-002734,833.11,4,4
2017-07,SELL-002958,826.82,7,9
2017-07,SELL-001076,824.96,7,7
2017-07,SELL-000754,810.11,7,7
2017-07,SELL-001862,805.95,1,1
2017-07,SELL-001355,796.21,13,13
2017-07,SELL-002150,790.78,2,3
2017-07,SELL-001181,782.97,1,1
2017-07,SELL-002577,781.75,5,5
2017-07,SELL-002491,777.11,13,15
2017-07,SELL-002898,767.23,5,5
2017-07,SELL-001104,756.62,9,10
2017-07,SELL-001267,755.77,2,2
2017-07,SELL-001081,753.88,2,2
2017-07,SELL-000141,752.99,3,6
2017-07,SELL-001286,752.89,2,2
2017-07,SELL-000158,752.36,4,8
2017-07,SELL-000373,751.14,4,4
2017-07,SELL-001615,749.13,5,6
2017-07,SELL-001920,745.11,2,5
2017-07,SELL-002526,744.61,2,2
2017-07,SELL-000979,738.81,2,2
2017-07,SELL-001413,738.79,13,13
2017-07,SELL-001922,728.73,3,3
2017-07,SELL-000012,726.71,1,1
2017-07,SELL-000698,722.24,5,5
2017-07,SELL-000077,715.9,1,2
2017-07,SELL-002310,712.66,5,5
2017-07,SELL-000353,704.92,14,15
2017-07,SELL-000169,702.39,4,4
2017-07,SELL-002775,702.07,1,1
2017-07,SELL-000320,688.57,7,9
2017-07,SELL-000962,685.76,3,3
2017-07,SELL-003047,681.25,13,13
2017-07,SELL-000440,674.77,8,9
2017-07,SELL-000096,674.58,5,6
2017-07,SELL-001756,671.8,1,2
2017-07,SELL-001588,670.04,1,2
2017-07,SELL-001026,669.4,2,2
2017-07,SELL-002429,668.74,6,6
2017-07,SELL-002732,661.76,4,4
2017-07,SELL-003085,660.8,1,1
2017-07,SELL-000631,657.05,12,12
2017-07,SELL-001772,655.49,3,3
2017-07,SELL-002881,651.39,2,3
2017-07,SELL-001825,647.88,6,7
2017-07,SELL-001610,642.64,1,4
2017-07,SELL-001997,633.74,4,4
2017-07,SELL-001319,632.37,2,2
2017-07,SELL-000166,628.87,8,8
2017-07,SELL-002064,609.84,8,8
2017-07,SELL-001963,606.77,12,14
2017-07,SELL-002115,603.23,5,5
2017-07,SELL-000446,597.51,6,6
2017-07,SELL-001993,594.21,6,6
2017-07,SELL-000149,591.78,7,8
2017-07,SELL-002063,589.36,5,7
2017-07,SELL-000085,581.25,3,3
2017-07,SELL-002948,581.22,6,6
2017-07,SELL-001013,578.16,3,3
2017-07,SELL-002410,575.56,4,4
2017-07,SELL-000199,572.1,8,10
2017-07,SELL-000052,570.87,3,3
2017-07,SELL-002070,569.1,3,5
2017-07,SELL-001412,567.98,4,4
2017-07,SELL-001883,565.2,5,5
2017-07,SELL-002044,560.83,2,3
2017-07,SELL-002500,559.26,1,1
2017-07,SELL-001568,557.21,3,3
2017-07,SELL-001170,550.78,4,4
2017-07,SELL-002086,539.97,5,6
2017-07,SELL-001141,539.2,5,5
2017-07,SELL-001606,529.45,10,11
2017-07,SELL-001325,524.54,6,6
2017-07,SELL-000608,515.72,2,2
2017-07,SELL-002843,511.74,1,1
2017-07,SELL-000350,506.73,4,4
2017-07,SELL-002749,506.43,5,5
